method,setting,split,pred_path,judge_path,summary_path,judge_evaluator_version,judge_prompt_version,dimension,value,count,rate
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,medium,3,0.15
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,high,0,0.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,appropriate,13,0.65
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_broad,0,0.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_narrow,0,0.0
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,mixed,7,0.35
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,strong,9,0.45
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,mixed,11,0.55
llm,pi_dev20_official_only_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_only_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,weak,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,complete,12,0.6
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,partial,8,0.4
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,missing,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,accurate,16,0.8
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,mixed,4,0.2
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,incorrect,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,low,18,0.9
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,medium,2,0.1
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,high,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,appropriate,15,0.75
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_broad,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_narrow,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,mixed,5,0.25
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,strong,12,0.6
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,mixed,8,0.4
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,weak,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,complete,11,0.55
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,partial,9,0.45
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,missing,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,accurate,17,0.85
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,mixed,3,0.15
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,incorrect,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,low,18,0.9
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,medium,2,0.1
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,high,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,appropriate,12,0.6
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_broad,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_narrow,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,mixed,8,0.4
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,strong,11,0.55
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,mixed,9,0.45
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,weak,0,0.0
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,complete,44,0.7457627118644068
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,partial,15,0.2542372881355932
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,missing,0,0.0
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,accurate,53,0.8983050847457628
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,mixed,6,0.1016949152542373
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,incorrect,0,0.0
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,low,57,0.9661016949152542
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,medium,2,0.03389830508474576
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,high,0,0.0
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,appropriate,49,0.8305084745762712
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_broad,0,0.0
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,too_narrow,0,0.0
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,granularity,mixed,10,0.1694915254237288
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,strong,45,0.7627118644067796
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,mixed,14,0.23728813559322035
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,overall_verdict,weak,0,0.0
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,complete,36,0.6101694915254238
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,partial,23,0.3898305084745763
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,completeness,missing,0,0.0
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,accurate,32,0.5423728813559322
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,mixed,27,0.4576271186440678
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,accuracy,incorrect,0,0.0
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,noise,low,38,0.6440677966101694
