method,setting,split,raw_path,valid_path,quality_path,validator_version,metric_name,metric_value
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,schema_invalid_rate,0.0
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,non_list_slot_rate,0.0
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,non_string_item_rate,0.0
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,duplicate_value_rate,0.0
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,empty_value_rate,0.0
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,raw_rows,59
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,response_items,151
llm,pi_test59_baseline_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,written_values,151
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,invalid_json_rate,0.0
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,schema_invalid_rate,0.0
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,non_list_slot_rate,0.0
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,non_string_item_rate,0.0
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,duplicate_value_rate,0.0
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,empty_value_rate,0.0
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,raw_rows,59
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,response_items,133
llm,pi_test59_baseline_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_baseline_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_baseline_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,written_values,133
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,invalid_json_rate,0.0
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,schema_invalid_rate,0.0
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,non_list_slot_rate,0.0
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,non_string_item_rate,0.0
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,duplicate_value_rate,0.0
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,empty_value_rate,0.0
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,raw_rows,59
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,response_items,134
llm,pi_test59_official_only_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,written_values,134
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,invalid_json_rate,0.0
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,schema_invalid_rate,0.0
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,non_list_slot_rate,0.0
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,non_string_item_rate,0.0
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,duplicate_value_rate,0.0
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,empty_value_rate,0.0
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,raw_rows,59
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,response_items,130
llm,pi_test59_official_only_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_only_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_only_5shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,written_values,130
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,invalid_json_rate,0.0
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,schema_invalid_rate,0.0
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,non_list_slot_rate,0.0
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,non_string_item_rate,0.0
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,duplicate_value_rate,0.0
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,empty_value_rate,0.0
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,raw_rows,59
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,response_items,120
llm,pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/raw.jsonl,results/preds/llm/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_3shot_gpt-5.4-mini.quality.json,question-slot-validator-v1,written_values,120
