pmid,study_id,gt_record_idx,model,slot_id,domain,gt_domain_str,gt,pred,match
22318468,Nur 2012,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22318468,Nur 2012,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
22318468,Nur 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
22318468,Nur 2012,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
22338101,Kopf 2014,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22338101,Kopf 2014,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22338101,Kopf 2014,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
22338101,Kopf 2014,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
22338101,Kopf 2014,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
22396225,Blom 2013,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22396225,Blom 2013,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22396225,Blom 2013,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
22396225,Blom 2013,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
22396225,Blom 2013,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22454006,Strowitzki 2012,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22454006,Strowitzki 2012,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22454006,Strowitzki 2012,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
22454006,Strowitzki 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,High risk,1
22454006,Strowitzki 2012,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
22632135,Sharif 2012,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22632135,Sharif 2012,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22632135,Sharif 2012,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
22632135,Sharif 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding (performance bias and detection bias): All outcomes,Missing,High risk,0
22632135,Sharif 2012,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22686269,Danielson 2012,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22686269,Danielson 2012,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),High risk,Not high,0
22686269,Danielson 2012,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,Not high,0
22686269,Danielson 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,High risk,1
22686269,Danielson 2012,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22697448,McCabe 2009,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22697448,McCabe 2009,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22697448,McCabe 2009,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
22697448,McCabe 2009,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,High risk,1
22697448,McCabe 2009,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22720834,McGrady 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
22720834,McGrady 2012,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,High risk,1
22723573,TEMSO 2011,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22723573,TEMSO 2011,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22723573,TEMSO 2011,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
22723573,TEMSO 2011,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,Not high,0
22723573,TEMSO 2011,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22825933,Lepore 2012,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22825933,Lepore 2012,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22825933,Lepore 2012,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias),Not high,High risk,0
22825933,Lepore 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),Not high,Not high,1
22825933,Lepore 2012,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,Not high,1
22839453,Ashby 2012,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22839453,Ashby 2012,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22839453,Ashby 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
22839453,Ashby 2012,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
22870204,White 2011,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22870204,White 2011,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22870204,White 2011,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,Not high,1
22928960,Houry 2012,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation,Not high,Not high,1
22928960,Houry 2012,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment,Not high,Not high,1
22928960,Houry 2012,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel: All outcomes,Not high,High risk,0
22928960,Houry 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessors: All outcomes,Not high,Not high,1
22928960,Houry 2012,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data: All outcomes,Not high,High risk,0
22934754,Koenig 2012,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22934754,Koenig 2012,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22934754,Koenig 2012,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
22934754,Koenig 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
22934754,Koenig 2012,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,High risk,1
22956296,HCSF 1 2007,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
22956296,HCSF 1 2007,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
22956296,HCSF 1 2007,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias),High risk,High risk,1
22956296,HCSF 1 2007,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),High risk,Not high,0
22956296,HCSF 1 2007,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),High risk,Not high,0
23148458,Sheridan 2012,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23148458,Sheridan 2012,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23148458,Sheridan 2012,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias),Not high,High risk,0
23148458,Sheridan 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),Not high,High risk,0
23148458,Sheridan 2012,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,Not high,1
23149426,Schneider 2012,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23149426,Schneider 2012,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23149426,Schneider 2012,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
23149426,Schneider 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
23149426,Schneider 2012,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
23216716,Anagnostou 2012,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23216716,Anagnostou 2012,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23216716,Anagnostou 2012,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
23216716,Anagnostou 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
23216716,Anagnostou 2012,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
23230425,Lahti 2007,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23230425,Lahti 2007,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23230425,Lahti 2007,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
23230425,Lahti 2007,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
23230425,Lahti 2007,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
23316894,Cone 2013,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23316894,Cone 2013,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23316894,Cone 2013,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
23316894,Cone 2013,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,High risk,1
23316894,Cone 2013,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
23335901,Kosten 2013,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23335901,Kosten 2013,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23335901,Kosten 2013,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding (performance bias and detection bias): Objective outcomes,Not high,Not high,1
23335901,Kosten 2013,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding (performance bias and detection bias): Objective outcomes,Not high,Not high,1
23335901,Kosten 2013,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias):,Not high,High risk,0
23394263,APPAC 2015,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23394263,APPAC 2015,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23394263,APPAC 2015,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding (performance bias and detection bias): All outcomes,High risk,High risk,1
23394263,APPAC 2015,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding (performance bias and detection bias): All outcomes,High risk,High risk,1
23394263,APPAC 2015,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,Not high,0
23432796,Sandstedt 2013,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23432796,Sandstedt 2013,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23432796,Sandstedt 2013,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Performance bias (treatment expectations),Not high,High risk,0
23432796,Sandstedt 2013,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
23432796,Sandstedt 2013,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,High risk,1
23494931,Spitzer 2012,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23494931,Spitzer 2012,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23494931,Spitzer 2012,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
23494931,Spitzer 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
23494931,Spitzer 2012,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): Erectile function,Not high,High risk,0
23557627,Delahanty 2013,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23557627,Delahanty 2013,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23557627,Delahanty 2013,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
23557627,Delahanty 2013,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
23557627,Delahanty 2013,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,High risk,1
23613362,Ibrahim 2013,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23613362,Ibrahim 2013,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23613362,Ibrahim 2013,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
23613362,Ibrahim 2013,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
23613362,Ibrahim 2013,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
23641371,Gondhalekar 2013,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23641371,Gondhalekar 2013,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23641371,Gondhalekar 2013,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
23641371,Gondhalekar 2013,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),"Blinding of outcome assessment (detection bias) - subjective self-reported outcomes (pain, function, quality of life)",High risk,High risk,1
23641371,Gondhalekar 2013,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,High risk,1
23689263,Wessells 2012,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23689263,Wessells 2012,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23689263,Wessells 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),Not high,Not high,1
23689263,Wessells 2012,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,High risk,0
23782672,LeBlanc 2015,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23782672,LeBlanc 2015,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23782672,LeBlanc 2015,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias),High risk,High risk,1
23782672,LeBlanc 2015,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),High risk,High risk,1
23782672,LeBlanc 2015,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,Not high,1
23788695,Vaccarino 2013,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23788695,Vaccarino 2013,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23788695,Vaccarino 2013,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
23788695,Vaccarino 2013,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
23788695,Vaccarino 2013,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
23795621,Phillips 2014,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23795621,Phillips 2014,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23795621,Phillips 2014,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias),Not high,High risk,0
23795621,Phillips 2014,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),High risk,High risk,1
23795621,Phillips 2014,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),High risk,High risk,1
23855018,Miller 2014,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23855018,Miller 2014,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23855018,Miller 2014,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
23855018,Miller 2014,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
23855018,Miller 2014,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
23859696,Stapleton 2013,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23859696,Stapleton 2013,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23859696,Stapleton 2013,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding (performance bias and detection bias): All outcomes,High risk,High risk,1
23859696,Stapleton 2013,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding (performance bias and detection bias): All outcomes,High risk,High risk,1
23859696,Stapleton 2013,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
23886027,Ghanizadeh 2013,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23886027,Ghanizadeh 2013,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23886027,Ghanizadeh 2013,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
23886027,Ghanizadeh 2013,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
23886027,Ghanizadeh 2013,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
23915113,Gobbi 2013,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23915113,Gobbi 2013,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23915113,Gobbi 2013,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
23915113,Gobbi 2013,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
23915113,Gobbi 2013,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
23924046,Jones 2014,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23924046,Jones 2014,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23924046,Jones 2014,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
23924046,Jones 2014,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,High risk,1
23924046,Jones 2014,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,High risk,1
23930029,Parswani 2013,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23930029,Parswani 2013,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23930029,Parswani 2013,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
23930029,Parswani 2013,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
23930029,Parswani 2013,0,gpt-5.4-mini,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
23990895,Shalev 2012,0,gpt-5.4-mini,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23990895,Shalev 2012,0,gpt-5.4-mini,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23990895,Shalev 2012,0,gpt-5.4-mini,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
23990895,Shalev 2012,0,gpt-5.4-mini,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
