pmid,study_id,extraction_model,judge_model,slot,judgement,judgement_raw,reasoning
23432796,Sandstedt 2013,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted text describes 54 randomized participants with different age/gender details and recruitment from a pediatric rheumatology setting, whereas the official record reports 64 participants and provides different or missing study details."
23432796,Sandstedt 2013,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted intervention matches the official programme in being a 12-week home-based exercise regimen with rope jumping, core and arm strength exercises performed three times weekly and tracked in diaries."
23432796,Sandstedt 2013,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official list in timing and broadly in content, with additional measurement detail provided but no substantive contradiction."
23494931,Spitzer 2012,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participant description matches the official criteria and baseline sample closely, including age range, ED with low testosterone, key exclusions, total randomized count, and similar group demographics."
23494931,Spitzer 2012,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention groups and dose schedule, with the added sildenafil optimization phase and dose adjustments not contradicting the stated trial arms."
23494931,Spitzer 2012,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes add the IIEF Erectile Function Domain as a primary erectile-function outcome and specify safety monitoring details, but the official outcomes list well-being/mood as primary and prostate-related/safety outcomes separately, with no primary erectile-function outcome reported there."
23557627,Delahanty 2013,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted and official participant descriptions match on sample size, setting, age range, sex distribution, inclusion/exclusion criteria, randomization groups, and high-risk PTSD screening, with only minor differences in phrasing and reported subgroup details."
23557627,Delahanty 2013,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention details for hydrocortisone and placebo, including dose, duration, taper, and timing within 12 hours."
23557627,Delahanty 2013,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include 1-month and screening/baseline measures that are not in the official outcomes, while the official record lists only 3-month outcomes and additional dropout endpoints."
23613362,Ibrahim 2013,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participants match the official description in age, race, knee osteoarthritis, U.S. setting, and study population, with the additional screening and exclusion details being compatible rather than contradictory."
23613362,Ibrahim 2013,gpt-5.4-mini,gpt-5.4-mini,interventions,inconsistent,,"The extracted text describes four randomized arms including MI and a combined DA+MI intervention, whereas the official description only specifies the DA and an OA education attention control and does not mention MI or the factorial design."
23613362,Ibrahim 2013,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include several measures and time points not stated in the official outcomes, including knowledge and expectations as secondary outcomes, referral and orthopedic visit validation details, and receipt of total knee replacement."
23641371,Gondhalekar 2013,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted text describes 30 out-patients referred for acute knee pain with specific clinical and radiologic eligibility and exclusions, whereas the official text only states 30 community volunteers recruited by ACR criteria."
23641371,Gondhalekar 2013,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention content and dosage, with only minor differences in wording and added exercise detail for the conventional treatment."
23641371,Gondhalekar 2013,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes differ from the official record in outcome definitions and timing, including WOMAC subdomains, ROM and muscle strength measures, and assessments at baseline, 1 and 3 weeks rather than only global pain and function at 4 weeks."
23689263,Wessells 2012,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participant description matches the official study population and eligibility criteria, with only minor differences in reporting of diarrhea details and analyzed subset size."
23689263,Wessells 2012,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention: daily 5 mg elemental zinc for 21 days in solution or dispersible tablet form, compared against a liquid placebo."
23689263,Wessells 2012,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include several intestinal function and citrulline endpoints not listed in the official outcomes, while the official record lists additional outcomes such as zinc deficiency prevalence and copper concentration that are not captured in the extracted summary."
23788695,Vaccarino 2013,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participant description matches the official criteria and exclusions closely, with only minor paraphrasing and no substantive contradictions."
23788695,Vaccarino 2013,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted interventions accurately match the official descriptions of CRM and the matched health education control, including format, duration, session structure, home practice, and absence of relaxation techniques in HE."
23788695,Vaccarino 2013,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include many measures and timepoints not reflected in the official outcome list, which only specifies a limited set at 52 weeks."
23795621,Phillips 2014,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted description matches the official study closely on setting, eligibility criteria, required telephone number, randomised sample size, and baseline demographics, with only minor paraphrasing and a noted portal error affecting exclusions."
23795621,Phillips 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,inconsistent,,"The extracted description omits the weekly telephone-call support and control-condition details, and it slightly differs on delivery and structure compared with the official intervention description."
23795621,Phillips 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include multiple measures and time points beyond the official outcomes, and the sickness absence wording does not match the official “number of sick leave days in the past six months” exactly."
23855018,Miller 2014,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted text matches the official inclusion criteria and randomized/completing sample sizes, with only minor recruitment-source and baseline detail differences."
23855018,Miller 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official interventions in structure, duration, session format, core content, and the distinction between MB-EAT-D and Smart Choices, with only minor wording differences."
23855018,Miller 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include many measures and multiple assessment timepoints, whereas the official outcomes list only anxiety, depression, weight, and self-efficacy at 24 weeks, so they do not match."
23915113,Gobbi 2013,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participants description matches the official criteria on age range, RRMS diagnosis, prior natalizumab use for at least 12 months, and overall clinical stability, with only additional trial details not conflicting with the official information."
23915113,Gobbi 2013,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted interventions match the official study arms and dosing schedule, with only additional rescue-therapy details that do not conflict."
23915113,Gobbi 2013,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include multiple relapse, disability, and MRI measures over 1 year, but the official outcomes are a different and much narrower set including relapse at 12 months, withdrawals due to adverse events, SAEs, quality of life, cognitive decline, and new or enlarging T2 lesions."
23924046,Jones 2014,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted text says 19 families were included in analyses after 3 practice cases, whereas the official participant sample size is 22 randomized families, so the sample description is not fully consistent."
23924046,Jones 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted intervention accurately matches the official description, including standard HNC components and the same smartphone-enhanced features, delivery format, and treatment duration."
23924046,Jones 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official outcomes on child conduct problems (ECBI Intensity and Problem) and engagement measures (session attendance and mid-week check-in availability), with the additional cost and satisfaction measures not conflicting with the official summary."
23930029,Parswani 2013,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participants match the official description on recruitment site, eligibility and exclusion criteria, all-male sample, group sizes, and mean ages, with no conflicting details."
23930029,Parswani 2013,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted intervention matches the official description in content, duration, session frequency, home practice, and the shared health education/routine care components."
23930029,Parswani 2013,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official follow-up outcomes, covering blood pressure, anxiety, depression, perceived stress, and BMI at the reported assessment points."
23990895,Shalev 2012,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted participant description refers to a much larger longitudinal cohort with multiple CBT subgroups and different traumatic-event distributions, whereas the official study describes a much smaller escitalopram/placebo sample with specific baseline CAPS data and eligibility criteria."
23990895,Shalev 2012,gpt-5.4-mini,gpt-5.4-mini,interventions,inconsistent,,"The extracted intervention describes early trauma-focused CBT (PE, CT, delayed PE), but the official intervention is escitalopram versus placebo in an emergency department setting."
23990895,Shalev 2012,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes describe short-term PTSD symptom and diagnostic follow-ups plus adverse-event withdrawal, whereas the official outcomes are different measures and domains assessed only at 3 years (PTSD severity/rate, depression, functional disability, and dropout)."
24103510,Caulfield 2013,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted description matches the official participant setting, inclusion criteria, non-anemic enrolled sample, and group/follow-up counts closely enough to be consistent."
24103510,Caulfield 2013,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention details: daily 10 mg zinc syrup for 12 months alongside iron and copper, versus an iron-and-copper control without zinc."
24103510,Caulfield 2013,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official secondary outcomes in substance and units, with the only differences being added hematocrit and urinary zinc plus more detailed time points."
24217302,Ersoy 2013,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted description matches the official participant characteristics in key details, including the randomized sample size, age range, gender mix, severe pulmonary hypertension, low LVEF, and elective valve surgery population."
24217302,Ersoy 2013,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,The extracted description matches the official intervention dosing and timing for levosimendan and is compatible with standard care in the control group.
24217302,Ersoy 2013,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official primary haemodynamic measures and secondary clinical safety outcomes, with broadly corresponding postoperative time points."
24297959,Sandhu 2013,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participants match the official criteria, randomization, and evaluated sample details, with only minor paraphrasing and no substantive discrepancies."
24297959,Sandhu 2013,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,The extracted interventions match the official comparison of 0.016-inch superelastic NiTi versus 0.0175-inch multistranded stainless steel archwires used with the same fixed appliance setup.
24297959,Sandhu 2013,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes describe baseline and 32 follow-up time points over 14 days with mixed-model longitudinal analysis, which does not match the official pain assessment schedule of 1, 2, 4, 6, and 12 hours then daily timings through day 14."
24453599,Imoto 2012,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,The extracted participants match the official description of 100 community volunteers with knee osteoarthritis meeting ACR criteria.
24453599,Imoto 2012,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,The extracted description matches the official intervention details: an in-person supervised strengthening program over 8 weeks with twice-weekly sessions and an attention-control group receiving educational material plus reinforcing phone calls.
24453599,Imoto 2012,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include TUG and multiple SF-36 quality-of-life subscales, but the official outcomes only report overall pain and SF-36 functional capacity with no quality-of-life measure."
24550581,Shah 2014,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,The extracted participant description matches the official inclusion and exclusion criteria and the elective OPCABG population with severe LV dysfunction.
24550581,Shah 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention and placebo control, and the noted rescue inotropes are compatible with the listed concomitant medications."
24550581,Shah 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes align with the official primary focus on hemodynamics/myocardial performance and the reported assessment times cover the preoperative, peri-infusion, ICU, postoperative, and day 30 periods."
24611852,Davis 2014b,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted criteria, recruitment setting, sample size, and key baseline demographics match the official description, with only minor wording differences and no substantive contradictions."
24611852,Davis 2014b,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted intervention and comparison match the official description in content, structure, and nicotine patch use, with only minor wording differences such as the duration rounded to 7 versus 8 weeks."
24611852,Davis 2014b,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include 7-day point-prevalence abstinence at both 4 and 24 weeks plus multiple additional primary/secondary measures, whereas the official outcome only states 24-week 7-day point-prevalence smoking abstinence."
24612637,Power 2014,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participant description matches the official qualitative interview sample of stroke team staff and hospital executive members from the participating hospitals, with no contradictory participant information."
24612637,Power 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted intervention description matches the official account in its core components, including the Stroke 90:10 quality improvement collaborative, learning sessions, mentoring/support, web-based sharing, and the goal of improving adherence to stroke care bundles."
24612637,Power 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes add rehabilitation-related measures and a qualitative substudy, whereas the official primary outcomes are specifically the two composite bundles with the rehabilitation bundle excluded from this review."
24772521,Ravid 1993,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted participants describe a much older ROADMAP follow-up cohort with different enrollment details, whereas the official study lists younger Israeli participants in a separate trial with different baseline characteristics and eligibility criteria."
24772521,Ravid 1993,gpt-5.4-mini,gpt-5.4-mini,interventions,inconsistent,,"The extracted text describes observational follow-up after prior treatment with routine monitoring and physician-discretion therapy, whereas the official intervention specifies a randomized enalapril versus placebo trial with predefined nifedipine rescue criteria."
24772521,Ravid 1993,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes focus mainly on observational follow-up cardiovascular, renal, and mortality endpoints, whereas the official review outcome is diabetic retinopathy incidence/progression assessed yearly by fundoscopy."
24813808,Zapata 2014,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participants match the official inclusion criteria and sample size, with only minor wording differences and baseline values that are consistent overall."
24813808,Zapata 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention details on Auto-Mixer automated FiO2 adjustment versus manual bedside FiO2 adjustment with the same target SpO2 range and 12-hour duration, with only minor wording differences."
24813808,Zapata 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official outcomes in substance, covering time in target SpO2 range, hyperoxia/variability, mean FiO2, and manual FiO2 adjustments over the 12-hour period."
24830749,Manyando 2014,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted text includes the 52 HIV-positive pregnant women in Zambia as the randomized trial participants, matching the official participant description."
24830749,Manyando 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted text matches the official intervention comparison of daily cotrimoxazole prophylaxis versus intermittent SP in pregnancy, with the additional note about non-randomized CD4 <200 women not contradicting the stated randomized study population."
24830749,Manyando 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes align with the official report’s key endpoints of low birth weight, prematurity, and serious adverse events during pregnancy, with no substantive contradiction."
24926143,Anwer 2014,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,The extracted description matches the official record in that 42 community volunteers with knee OA meeting ACR criteria were recruited.
24926143,Anwer 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,inconsistent,,"The extracted description is a home-based 5-week program with a different exercise schedule and only ultrasound as needed, whereas the official intervention was an entirely in-person clinic program with 50 supervised exercise sessions and 6 ultrasound occasions."
24926143,Anwer 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official pain and physical function measures and timing, with quadriceps strength as an additional assessed outcome rather than a contradiction."
24941010,Duncan 2018,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted participants describe a much smaller single-center sample and different exclusions (off-pump CABG, deep hypothermic circulatory arrest, hemodialysis) than the official multicenter trial, which also included valve procedures and excluded active infection and renal replacement therapy."
24941010,Duncan 2018,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention’s core elements: fixed high-dose insulin with concomitant variable glucose infusion titrated to maintain normoglycemia during surgery, despite minor differences in the reported glucose range and wording."
24941010,Duncan 2018,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes focus on postoperative cognitive and psychosocial measures at multiple time points, whereas the official outcomes are entirely different clinical endpoints centered on 30-day major postoperative complications, atrial fibrillation, length of stay, and 1-year mortality."
24957302,Davis 2014a,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted description matches the official eligibility criteria, setting, and randomized group sizes, with only minor differences in demographic summary details."
24957302,Davis 2014a,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official interventions in core content, duration, nicotine patches, home practice, and the matched enhancement features of FFS-E, with only minor wording differences."
24957302,Davis 2014a,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include multiple primary, smoking, mindfulness, experiential avoidance, adherence, and additional follow-up measures, whereas the official outcomes list only 24-week smoking abstinence and perceived stress."
24989666,DEFINE 2012,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participant description matches the official age range and RRMS population, and the additional details about baseline EDSS and recent disease activity are compatible with the trial cohort rather than contradictory."
24989666,DEFINE 2012,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,The extracted text matches the official intervention details for dimethyl fumarate 240 mg twice daily or three times daily compared with placebo in the DEFINE trial.
24989666,DEFINE 2012,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes emphasize multiple MRI measures and relapse by 2 years, but the official outcomes specify relapse at 12 and 24 months plus disability worsening at 24 months, which is not matched by the extraction."
24991622,Mousavi 2013,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted text reports 41 randomized patients with a mean age of 31.65, while the official record states N=40 with a mean age of 32, even though the eligibility criteria and setting otherwise match."
24991622,Mousavi 2013,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,The extracted text matches the official haloperidol and olanzapine doses and correctly notes the additional arms as not relevant to the review.
24991622,Mousavi 2013,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes match the official outcomes in substance, including PANSS positive-subscale response for mental state, EPS/AIMS adverse effects, and the listed physiological measures."
24999148,Alinejad‐Naeini 2014,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participant description matches the official eligibility criteria and total sample size, with no conflicting details about the included neonates."
24999148,Alinejad‐Naeini 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official facilitated tucking intervention, suctioning context, and environmental controls, with no substantive discrepancies."
24999148,Alinejad‐Naeini 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted text omits several official details and differs on timing, since the official outcome specifies PIPP recorded immediately after suction with heart rate and SaO2 measured 30 seconds before and after suctioning, whereas the extraction says baseline values were recorded 15 seconds before suctioning."
25008127,Geraedts 2014,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participants description matches the official baseline characteristics, inclusion/exclusion criteria, recruitment setting, and randomized sample size with only minor wording differences."
25008127,Geraedts 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention details on content, structure, duration, tunneling, coaching, fidelity review, and treatment-completer criteria."
25008127,Geraedts 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include multiple planned measures and timepoints, while the official outcomes list only sickness absence at 6 months and depressive symptoms (CES-D), with mismatched wording and incomplete outcome/timepoint coverage."
25079882,Gupta 2017,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participants match the official description of women in primary care clinics in Mexico City and participating nurses, with the same age range, IPV-related eligibility, clinic setting, and nurse recruitment criteria."
25079882,Gupta 2017,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted intervention matches the official description in its core components: nurse-delivered integrated IPV screening, supportive counseling, safety planning/harm reduction, assisted referrals, booster counseling, and the corresponding training and control-condition referral-card usual care."
25079882,Gupta 2017,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extraction adds outcomes not listed officially (e.g., reproductive coercion, nurse knowledge/attitudes/skills, fidelity/process measures, readiness/self-efficacy) and also differs on timing and definitions of the primary IPV measures."
25247995,González 2014,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted participants omit the trial’s key requirement that women were receiving cotrimoxazole prophylaxis and include “no history of allergy to sulfa drugs,” whereas the official criteria specify cotrimoxazole allergy and additional exclusions such as not participating in other intervention studies."
25247995,González 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention by comparing cotrimoxazole plus mefloquine-IPTp against cotrimoxazole plus placebo, with the additional details only specifying administration and co-interventions."
25247995,González 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include several additional endpoints not listed officially, such as fetal anemia, postpartum parasitemia, CD4 count, multiple utilization and adherence measures, and broader infant/maternal outcomes, while the official list includes low birth weight and prematurity rate not explicitly extracted."
25265472,ADVANCE 2014,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted text describes the same adult RRMS population within the specified age range and disability criteria, and the additional subgroup demographics do not conflict with the official participant summary."
25265472,ADVANCE 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted intervention matches the official peginterferon beta-1a dose and the two dosing schedules (every 2 weeks and every 4 weeks), despite omitting the placebo arm and sample sizes."
25265472,ADVANCE 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes list multiple planned clinical, MRI, PK/PD, and follow-up endpoints, whereas the official outcome is only relapse at 12 months."
25371723,Wang 2014,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participants match the official criteria, sample size, demographics, exclusions, and setting, with only minor reporting differences in group assignment and baseline detail."
25371723,Wang 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted interventions match the official endoscopic debridement details and antibiotic timing, with only minor extra procedural specifics not contradicting the official description."
25371723,Wang 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes mention blood loss, irrigation volume, and skin transplantation rate, but these are not reported in the official outcomes, while the official outcomes instead include debridement metrics and no blood loss or irrigation measures."
25409468,Salinas‐Rodríguez 2014,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted description adds multiple comparison groups, younger ages, and a qualitative sample, while the official participants are only 5,465 adults aged 70+ in ≤2500-resident locations interviewed at baseline and follow-up."
25409468,Salinas‐Rodríguez 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"Both descriptions identify Mexico’s 70 y más as a non-contributory unconditional cash transfer for older adults in rural localities, and the differences in amount/duration are compatible with summary versus trial-specific reporting."
25409468,Salinas‐Rodríguez 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes emphasize binary depressive-symptom status and household decision-making measures, while the official primary outcome is a continuous Geriatric Depression Scale score."
25566369,Tovote 2014,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participants match the official inclusion and exclusion criteria, recruitment setting, age range, diabetes duration, depressive symptom threshold, Dutch language requirement, and stable antidepressant allowance."
25566369,Tovote 2014,gpt-5.4-mini,gpt-5.4-mini,interventions,inconsistent,,"The extracted text says participants were randomized to CBT or MBCT only, while the official description includes a wait-list control and differs in some intervention details such as MBCT components and supervision specifics."
25566369,Tovote 2014,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include many measures and time points beyond the official follow-up outcomes, which only list depression, anxiety, well-being, and HbA1c at 3 months."
25662105,Raja‐Khan 2017,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted criteria omit or alter several official exclusions (e.g., inability to read/write English, psychosis/suicidal ideation, inpatient psychiatric admission within 2 years, specific endocrine exclusions like androgen-secreting tumour/Cushing syndrome/prolactin >30), and add details not stated officially such as stable medication allowances."
25662105,Raja‐Khan 2017,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted intervention and control descriptions match the official record on the 8-week MBSR schedule, retreat, instructor background, daily home practice time, and the attention-matched health education content, with only minor wording differences."
25662105,Raja‐Khan 2017,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes list many additional primary and secondary measures and time points beyond the official 16-week follow-up outcomes, which only include a much smaller set of endpoints."
25816354,Hess 2015,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participants match the official description on country, rural setting, age range, residency, consent, and exclusion criteria, and the group counts are compatible with the reported total and cohort split despite minor rounding differences."
25816354,Hess 2015,gpt-5.4-mini,gpt-5.4-mini,interventions,inconsistent,,"The extracted description adds intervention details not reflected in the official text, notably community-based illness treatment services and the specific daily administration instructions, and it also differs in how the no-zinc groups are described."
25816354,Hess 2015,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include several measures and definitions not listed in the official outcomes (e.g., LAZ/WAZ/WLZ, MUAC, head circumference, ZPP, CRP, AGP, fever), while the official list includes severe diarrhea, zinc deficiency, and specific anthropometric measures not fully matched in the extraction."
25885650,Suliman 2015,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted participant description matches the official record on sample size, setting, trauma types, age range, and key inclusion/exclusion criteria, with only minor differences in wording and the note that baseline characteristics were reported for the 29 completers."
25885650,Suliman 2015,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"Both descriptions match on escitalopram vs matching placebo, starting at 10 mg daily with increase to 20 mg at week 4 if tolerated, allowing dose reduction for side effects, and continuing for a 24-week treatment period."
25885650,Suliman 2015,gpt-5.4-mini,gpt-5.4-mini,outcomes,consistent,,"The extracted outcomes align with the official record on the key measures and time points, with only additional secondary outcomes in the extraction that do not conflict with the official list."
25887362,Messier 2021,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted participants describe a much more specific eligible population and larger enrolled sample than the official entry, which only states 377 community volunteers with KL grade 2 or 3."
25887362,Messier 2021,gpt-5.4-mini,gpt-5.4-mini,interventions,inconsistent,,"The extracted interventions describe diet-only, exercise-only, and diet-plus-exercise arms with weight-loss and aerobic components, whereas the official record lists an attention control and two supervised strengthening exercise arms with no diet intervention."
25887362,Messier 2021,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes emphasize imaging and structural MRI/radiographic measures over 18 months, while the official outcomes are limited to WOMAC pain and physical function at 78 weeks and do not include the imaging outcomes described."
25892151,Lerner 2015,gpt-5.4-mini,gpt-5.4-mini,participants,inconsistent,,"The extracted participants describe only 167 screened individuals with probable dysthymia and no current MDD, whereas the official study reports 431 randomized participants with broader inclusion of major depressive disorder, persistent depressive disorder, or both."
25892151,Lerner 2015,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted description matches the official intervention and usual care details in content, format, duration, delivery mode, and provider characteristics, with only minor paraphrasing."
25892151,Lerner 2015,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include presenteeism, health-related absenteeism, and WLQ subscales plus PHQ-9, while the official outcomes are only sickness absence and depressive symptoms, so the outcome set does not match."
25972279,Volker 2015,gpt-5.4-mini,gpt-5.4-mini,participants,consistent,,"The extracted description matches the official eligibility criteria, recruitment setting, exclusion criteria, and overall participant characteristics closely, with only minor differences due to reporting subgroup versus total sample details."
25972279,Volker 2015,gpt-5.4-mini,gpt-5.4-mini,interventions,consistent,,"The extracted intervention matches the official description in core components, including the ECO blended program, half-day physician training, 16-module web-based CBT/PST content, and care-as-usual control."
25972279,Volker 2015,gpt-5.4-mini,gpt-5.4-mini,outcomes,inconsistent,,"The extracted outcomes include multiple return-to-work and mental health measures, whereas the official outcome only reports sick leave days at end of follow-up as a continuous sickness absence measure."
