doc_id,split,token_count,p_span_count,i_span_count,o_span_count,total_span_count,has_overlap,overlap_token_count
16739368,train,248,3,13,13,29,True,12
16740812,train,483,3,8,4,15,False,0
16750325,train,347,4,9,3,16,True,4
16752282,train,329,3,5,10,18,True,4
16753722,train,315,3,4,10,17,True,4
16757200,train,602,5,7,7,19,False,0
16767966,train,351,4,5,1,10,False,0
16772581,train,457,4,2,10,16,False,0
16772718,train,342,3,7,12,22,False,0
16784930,train,363,4,12,12,28,False,0
1678925,train,304,4,12,6,22,False,0
16791814,train,414,5,12,7,24,True,10
16792607,train,200,2,11,3,16,True,1
16794504,train,271,3,8,9,20,True,1
16794570,train,348,3,11,17,31,False,0
16797292,train,281,4,4,9,17,True,2
16801333,train,286,5,7,9,21,True,5
16802487,train,295,4,2,10,16,True,4
16804044,train,348,3,5,5,13,True,29
16806442,train,274,5,26,9,40,True,9
16822100,train,141,2,4,6,12,False,0
16824559,train,178,3,2,3,8,False,0
16824797,train,333,2,6,7,15,False,0
1682643,train,318,4,9,7,20,False,0
1683365,train,278,3,1,7,11,False,0
16840576,train,289,6,6,7,19,True,51
16845576,train,159,4,2,4,10,True,8
16846734,train,348,4,9,13,26,True,3
16850327,train,219,2,11,7,20,True,3
16855426,train,274,2,9,7,18,True,1
16855475,train,17,1,2,1,4,False,0
16859579,train,469,5,7,18,30,True,4
16864164,train,327,4,5,9,18,False,0
16864886,train,315,4,6,18,28,True,2
16870004,train,343,1,10,11,22,True,6
16879274,train,11,1,0,0,1,False,0
16879331,train,290,3,10,4,17,True,2
16879519,train,366,3,9,8,20,True,17
16880243,train,305,5,6,12,23,False,0
16882628,train,294,2,8,13,23,True,11
16882678,train,367,7,21,11,39,True,26
16887481,train,298,5,4,7,16,False,0
16889080,train,120,3,4,3,10,True,1
16890144,train,366,3,9,10,22,True,2
16900709,train,310,3,8,5,16,True,7
16904524,train,223,4,11,2,17,True,21
16904652,train,201,1,7,5,13,False,0
16904970,train,285,3,2,12,17,True,4
16907931,train,309,4,10,7,21,True,2
16908870,train,207,2,2,3,7,False,0
16909273,train,166,3,12,5,20,True,6
16911649,train,353,6,7,15,28,True,4
16911869,train,381,5,6,15,26,False,0
16915076,train,301,5,6,9,20,True,13
16919138,train,211,5,4,4,13,False,0
16920077,train,182,4,8,4,16,False,0
16923411,train,368,6,7,9,22,False,0
16926619,train,264,3,3,7,13,True,6
16930934,train,398,6,5,10,21,False,0
16939848,train,259,4,11,11,26,True,4
16940738,train,229,3,5,6,14,False,0
16942963,train,284,4,8,2,14,False,0
16948927,train,316,6,13,9,28,True,3
16950955,train,594,7,6,16,29,True,7
16957425,train,271,4,7,7,18,False,0
16957977,train,293,3,6,13,22,True,5
16961674,train,306,4,8,11,23,True,8
16963850,train,297,4,5,8,17,False,0
1697487,train,7,1,1,2,4,True,3
1697914,train,318,3,7,10,20,False,0
16981667,train,8,1,1,1,3,True,2
16981901,train,245,3,8,5,16,False,0
1699814,train,170,3,6,6,15,True,6
17003665,train,289,5,5,5,15,False,0
17009251,train,403,4,2,8,14,False,0
17009630,train,251,3,5,7,15,True,5
17010794,train,351,3,2,14,19,True,12
17014731,train,371,8,15,5,28,True,56
17019624,train,178,3,11,6,20,False,0
17019627,train,149,3,3,2,8,False,0
17035531,train,295,2,12,6,20,False,0
17037712,train,142,3,8,4,15,True,8
17045894,train,332,6,14,5,25,False,0
17046466,train,337,4,15,11,30,False,0
17047022,train,330,5,8,6,19,False,0
17050770,train,162,2,4,3,9,False,0
17051443,train,167,3,3,7,13,False,0
17054808,train,23,1,1,1,3,True,16
17064200,train,354,9,5,3,17,True,12
17069542,train,283,4,10,14,28,True,3
17069543,train,195,2,6,6,14,False,0
17069545,train,239,4,5,6,15,True,1
1707337,train,306,2,14,6,22,False,0
17073957,train,269,3,7,9,19,False,0
17074147,train,311,4,7,9,20,True,2
17076630,train,390,5,12,13,30,False,0
1707797,train,223,1,4,7,12,True,4
17078451,train,20,2,1,0,3,False,0
17082978,train,144,2,4,3,9,False,0
17083268,train,316,1,5,4,10,False,0
17089419,train,191,5,3,5,13,True,30
17093162,train,337,5,8,4,17,False,0
17097398,train,313,4,17,6,27,False,0
1710660,train,122,4,2,1,7,False,0
17113685,train,161,1,3,4,8,False,0
17114905,train,284,3,4,13,20,True,9
17118092,train,303,2,11,15,28,False,0
17123125,train,294,3,5,1,9,True,2
17126434,train,295,5,10,10,25,True,11
1712835,train,238,2,6,4,12,True,1
17133499,train,359,5,4,8,17,True,10
17140502,train,432,3,6,10,19,True,2
17149529,train,330,2,2,6,10,True,1
17149715,train,313,2,7,15,24,True,6
17152183,train,229,6,6,7,19,True,5
1715416,train,334,2,5,6,13,False,0
17156222,train,187,3,10,7,20,True,10
17156651,train,527,2,8,15,25,False,0
17160228,train,336,1,5,14,20,False,0
17164971,train,291,2,6,10,18,False,0
17165495,train,273,4,2,4,10,False,0
17171539,train,149,3,1,1,5,False,0
17174704,train,541,4,7,12,23,True,2
17174705,train,369,8,6,6,20,False,0
17175376,train,157,4,3,3,10,True,22
17178532,train,240,3,8,14,25,True,2
17178774,train,325,5,8,5,18,False,0
17179098,train,326,5,13,7,25,False,0
17179873,train,280,10,5,12,27,True,2
17194950,train,154,3,7,5,15,True,2
17196275,train,315,3,9,6,18,False,0
17196973,train,239,4,1,0,5,False,0
17198705,train,324,3,6,5,14,False,0
17201277,train,132,3,3,8,14,True,1
17201540,train,188,5,2,5,12,True,4
17207470,train,254,4,2,4,10,True,4
17208334,train,262,2,9,9,20,False,0
1721246,train,268,5,6,7,18,True,16
1722167,train,179,3,2,7,12,True,5
17224353,train,268,3,6,12,21,True,3
1723467,train,188,2,3,7,12,False,0
17241298,train,318,5,16,5,26,True,7
17244100,train,290,4,5,6,15,True,3
17244294,train,509,5,5,10,20,True,10
1725537,train,197,2,6,5,13,False,0
17259154,train,321,3,5,9,17,True,8
17276748,train,250,4,2,4,10,False,0
17276750,train,262,4,6,9,19,True,2
17276969,train,269,3,9,7,19,False,0
17280773,train,307,3,18,10,31,False,0
1728202,train,314,5,11,9,25,True,7
17286730,train,288,6,4,4,14,True,7
17290062,train,257,5,6,8,19,True,3
17297323,train,309,7,12,10,29,False,0
17297382,train,168,6,8,7,21,True,1
17302075,train,374,2,13,10,25,True,7
1730427,train,130,4,5,7,16,True,3
17312647,train,365,6,4,12,22,False,0
17316832,train,229,2,3,7,12,False,0
17321529,train,299,2,18,8,28,True,5
17322624,train,276,5,9,7,21,True,5
17324094,train,313,3,3,7,13,False,0
17331237,train,398,9,7,5,21,True,3
17331650,train,307,9,7,3,19,True,18
17334477,train,262,2,11,7,20,False,0
17341994,train,237,1,2,7,10,False,0
17356056,train,342,5,2,13,20,False,0
17356153,train,220,3,3,1,7,False,0
17357577,train,293,5,12,9,26,True,7
17362495,train,381,4,5,8,17,True,6
17365975,train,219,6,2,1,9,True,20
17366257,train,125,4,5,4,13,True,10
17367324,train,283,2,9,7,18,True,22
17375984,train,676,5,9,17,31,True,8
17377092,train,146,3,7,4,14,True,14
17383295,train,321,3,5,5,13,False,0
17387189,train,193,2,2,7,11,False,0
17387192,train,277,4,10,8,22,True,11
17388667,train,727,2,6,13,21,True,7
17391914,train,186,8,6,5,19,True,12
17393618,train,177,4,12,7,23,True,6
17395055,train,277,3,11,11,25,True,12
17402204,train,320,2,6,2,10,True,4
17404138,train,310,3,2,3,8,True,18
17404792,train,258,3,13,8,24,True,2
17408924,train,258,3,8,6,17,True,1
17410213,train,341,4,6,10,20,True,6
1741218,train,307,3,1,8,12,False,0
17414940,train,253,1,10,9,20,False,0
1742482,train,491,4,3,9,16,True,1
17426001,train,263,5,3,10,18,False,0
17426180,train,272,5,17,4,26,True,1
17432640,train,218,7,6,8,21,False,0
17433718,train,203,4,4,3,11,True,1
17434069,train,350,3,5,7,15,False,0
17438178,train,301,3,13,9,25,False,0
17443855,train,196,2,4,6,12,True,9
17445928,train,373,3,8,7,18,False,0
17450704,train,220,3,4,3,10,True,3
17453398,train,281,4,14,12,30,True,33
17466465,train,244,2,2,5,9,False,0
17467265,train,301,5,8,7,20,True,9
17467416,train,9,1,1,1,3,True,3
17471343,train,418,4,9,3,16,False,0
17472664,train,297,4,9,7,20,False,0
17472838,train,397,4,19,9,32,False,0
17477785,train,346,6,9,2,17,True,3
17479312,train,333,2,3,6,11,False,0
17481800,train,188,2,4,6,12,False,0
17482439,train,239,1,5,3,9,False,0
17490965,train,355,5,5,15,25,True,5
17490976,train,346,4,10,7,21,True,3
17491486,train,11,1,1,1,3,True,5
17501728,train,283,4,5,3,12,True,2
17505437,train,315,3,4,7,14,True,4
17505452,train,176,4,9,9,22,True,4
1751081,train,202,2,12,3,17,True,8
17511685,train,309,6,9,12,27,True,1
1751266,train,176,1,6,6,13,False,0
17513813,train,335,3,10,7,20,True,3
17516492,train,194,3,9,7,19,True,18
17516971,train,265,3,6,8,17,False,0
17519148,train,674,3,9,13,25,True,82
17519714,train,352,3,12,8,23,True,7
17521473,train,440,2,11,14,27,True,1
17525360,train,176,3,5,2,10,True,6
17535502,train,242,4,8,14,26,True,5
17544361,train,247,1,2,9,12,True,8
17548021,train,472,5,6,5,16,True,11
175669,train,207,2,3,5,10,False,0
17572835,train,281,5,4,11,20,True,4
17574073,train,400,4,8,12,24,True,13
17575230,train,371,4,9,13,26,False,0
17579182,train,217,3,11,4,18,True,3
1759534,train,321,4,5,10,19,False,0
17595435,train,324,6,7,5,18,True,4
17597498,train,164,4,2,3,9,False,0
17603862,train,567,4,11,13,28,False,0
17608965,train,323,3,6,9,18,False,0
17613280,train,311,4,3,10,17,False,0
17617281,train,683,5,15,17,37,True,12
17618948,train,344,1,17,10,28,False,0
17621027,train,314,2,2,11,15,False,0
17623816,train,367,5,11,13,29,False,0
17624203,train,266,3,8,8,19,False,0
17625432,train,280,4,11,11,26,True,4
17631392,train,389,4,24,11,39,False,0
17634259,train,377,3,14,1,18,True,11
1764390,train,8,1,2,0,3,True,2
17657694,train,312,1,6,3,10,False,0
17662102,train,316,4,8,13,25,False,0
17664467,train,355,3,10,7,20,False,0
17666359,train,230,4,5,6,15,False,0
17691581,train,418,4,12,7,23,False,0
17694216,train,203,3,5,6,14,True,11
17695603,train,120,2,3,3,8,False,0
17698601,train,274,3,3,8,14,True,3
17700083,train,292,4,3,4,11,False,0
17700649,train,303,2,10,10,22,False,0
17702798,train,380,3,5,6,14,False,0
17715164,train,279,5,6,12,23,False,0
17717132,train,312,3,11,8,22,True,3
17717526,train,346,5,7,10,22,True,11
17719303,train,318,5,15,12,32,True,6
17721955,train,138,1,4,3,8,True,3
17722826,train,178,4,5,1,10,False,0
17722829,train,217,4,8,4,16,False,0
17723125,train,335,8,18,12,38,True,9
17724294,train,385,5,6,10,21,True,1
17762804,train,400,5,7,4,16,True,18
17767200,train,336,4,9,4,17,False,0
1778354,train,299,2,2,10,14,False,0
17845737,train,288,2,8,6,16,False,0
17848325,train,383,3,9,10,22,False,0
17849093,train,254,4,8,5,17,False,0
17852793,train,190,3,7,3,13,False,0
17852958,train,242,4,10,11,25,False,0
17853393,train,361,3,11,10,24,True,28
17868242,train,311,2,12,9,23,True,2
17872451,train,234,5,6,9,20,True,14
17880325,train,379,3,4,8,15,True,5
17884602,train,260,3,13,19,35,False,0
1788685,train,22,1,1,1,3,False,0
17899340,train,179,3,5,8,16,False,0
17901383,train,321,4,10,10,24,False,0
17901881,train,273,3,13,9,25,True,20
17907108,train,234,2,16,7,25,False,0
17909199,train,355,3,23,11,37,False,0
17912634,train,319,3,17,9,29,True,5
17917935,train,274,5,4,9,18,False,0
17926617,train,263,2,8,6,16,False,0
17929164,train,351,3,7,4,14,False,0
17931375,train,317,2,7,5,14,True,4
17934527,train,218,2,6,4,12,True,13
17934678,train,299,8,2,4,14,True,2
17935144,train,231,7,4,9,20,True,20
1793881,train,144,1,4,5,10,False,0
17940245,train,196,3,5,6,14,False,0
17941770,train,341,2,6,14,22,True,9
17941914,train,394,4,2,4,10,True,3
17942872,train,430,2,14,4,20,True,6
17943674,train,234,2,6,15,23,True,48
17947289,train,188,2,5,6,13,True,2
17947724,train,344,5,2,15,22,False,0
17950167,train,316,4,3,15,22,True,10
17954768,train,229,3,8,2,13,False,0
17954800,train,303,3,10,8,21,True,3
17958625,train,282,5,7,6,18,True,5
17959585,train,270,1,10,6,17,False,0
17959958,train,205,3,7,3,13,False,0
17961229,train,479,6,13,14,33,True,15
17961835,train,312,2,9,9,20,True,27
17967671,train,283,3,9,4,16,False,0
17968030,train,205,2,1,2,5,False,0
17971587,train,373,5,4,21,30,True,14
17972048,train,12,1,1,1,3,False,0
17972479,train,224,3,2,3,8,True,39
17974096,train,140,2,5,5,12,False,0
17977295,train,341,2,6,3,11,False,0
17979862,train,297,4,5,11,20,True,8
1797999,train,266,2,7,13,22,True,7
17983307,train,161,4,4,7,15,False,0
17984242,train,276,3,3,6,12,True,2
17985004,train,309,5,9,5,19,False,0
1799151,train,292,6,10,4,20,True,8
1799472,train,225,6,10,2,18,True,5
17997772,train,326,2,9,8,19,False,0
17998493,train,275,3,9,6,18,False,0
17999404,train,358,5,5,12,22,True,9
18004169,train,256,4,2,2,8,False,0
18026891,train,265,3,5,7,15,False,0
18029492,train,335,4,12,11,27,True,10
18035192,train,796,6,22,11,39,True,9
18040663,train,296,2,5,8,15,True,25
18051010,train,333,3,8,5,16,False,0
18054932,train,275,1,5,9,15,False,0
18056791,train,322,1,4,8,13,False,0
18062520,train,280,2,9,4,15,False,0
18067498,train,240,2,5,8,15,False,0
18070300,train,304,2,3,4,9,True,12
18073312,train,319,4,12,5,21,False,0
18077065,train,260,4,1,10,15,True,14
18078449,train,265,9,6,16,31,True,10
18080171,train,332,4,3,13,20,True,3
18082528,train,314,4,11,6,21,False,0
18093356,train,452,4,7,6,17,True,4
18096070,train,278,3,6,14,23,False,0
1815520,train,151,1,2,6,9,True,3
18157013,train,275,4,9,3,16,True,10
18161643,train,127,3,3,3,9,True,4
18161677,train,238,5,3,11,19,False,0
18164307,train,17,1,1,1,3,False,0
18165484,train,181,3,4,7,14,False,0
18166533,train,373,7,3,3,13,False,0
18184678,train,242,3,8,6,17,True,2
1818543,train,248,3,13,6,22,True,27
1819001,train,11,1,1,0,2,True,7
18205945,train,387,4,4,16,24,True,3
18208642,train,401,5,11,5,21,False,0
18215978,train,271,2,10,7,19,True,2
18217284,train,12,1,2,1,4,True,4
18235123,train,307,2,6,11,19,False,0
18235151,train,289,3,15,5,23,True,9
18242415,train,302,3,8,5,16,True,2
18243378,train,253,4,7,6,17,True,13
18246895,train,184,2,1,2,5,False,0
18248651,train,418,8,5,20,33,True,1
18249478,train,186,3,6,3,12,True,2
18251162,train,264,2,7,10,19,False,0
18261537,train,413,3,7,4,14,False,0
18270751,train,217,3,11,8,22,False,0
18271235,train,296,5,6,4,15,False,0
1827322,train,9,1,1,0,2,False,0
18273636,train,257,5,4,7,16,True,12
1827602,train,171,5,4,10,19,True,9
18278302,train,303,1,3,3,7,True,3
18288059,train,200,3,6,6,15,True,1
18289310,train,321,3,4,13,20,True,3
1829841,train,205,6,4,6,16,True,3
18298579,train,285,1,9,9,19,True,7
18299305,train,341,11,11,6,28,False,0
18303031,train,264,8,4,7,19,True,22
18307223,train,316,2,3,8,13,False,0
18318721,train,470,5,6,9,20,False,0
18320520,train,306,3,9,5,17,False,0
18321372,train,312,2,7,2,11,True,6
18322594,train,423,6,5,16,27,True,14
18322606,train,184,4,6,5,15,False,0
1832287,train,217,4,6,7,17,True,1
18328090,train,416,4,15,7,26,True,1
18328868,train,167,2,6,5,13,False,0
18330493,train,287,4,6,10,20,True,2
18333888,train,378,4,3,9,16,False,0
1833682,train,259,1,5,9,15,False,0
18337049,train,255,7,14,11,32,True,10
18339046,train,392,1,3,5,9,False,0
18339093,train,259,3,8,3,14,False,0
18339525,train,67,2,5,2,9,True,1
18341602,train,338,1,6,9,16,False,0
18343039,train,248,4,8,11,23,False,0
1835223,train,222,3,12,8,23,True,12
18353086,train,334,3,6,7,16,False,0
18355797,train,350,9,17,13,39,True,18
1835619,train,205,5,3,7,15,False,0
18357902,train,381,5,3,4,12,True,34
18362489,train,245,4,4,3,11,False,0
18368792,train,370,4,1,7,12,False,0
18371465,train,282,5,8,4,17,False,0
18374024,train,362,4,5,4,13,False,0
18376682,train,301,8,14,9,31,False,0
18382824,train,263,3,5,5,13,False,0
18390022,train,357,9,4,4,17,True,11
18391640,train,293,7,9,9,25,True,48
18394874,train,225,4,8,6,18,True,8
18395723,train,176,3,6,4,13,True,5
18397386,train,307,5,3,5,13,True,7
184069,train,11,1,1,1,3,True,3
18409186,train,327,4,6,12,22,True,12
18410301,train,248,6,2,5,13,True,3
18415946,train,207,2,6,7,15,True,9
18417969,train,217,4,3,2,9,False,0
18420953,train,329,4,8,12,24,True,4
18429536,train,101,3,1,3,7,True,1
18431444,train,373,3,3,5,11,True,2
18431478,train,414,6,11,9,26,False,0
18443393,train,9,1,1,0,2,False,0
18448859,train,194,4,5,8,17,True,2
18449445,train,339,4,6,10,20,False,0
18453793,train,208,6,2,5,13,False,0
18462303,train,294,5,6,5,16,False,0
18467912,train,331,4,10,8,22,False,0
18470779,train,164,3,4,4,11,True,5
18485420,train,250,5,6,3,14,True,2
18486741,train,466,2,2,9,13,False,0
18488812,train,302,2,5,6,13,False,0
18492829,train,312,3,5,12,20,False,0
1849786,train,138,2,5,2,9,False,0
18501909,train,184,3,4,6,13,False,0
18512510,train,325,1,4,3,8,False,0
18522171,train,54,2,6,2,10,False,0
18523583,train,345,5,6,6,17,False,0
18535816,train,460,6,8,17,31,False,0
1853794,train,130,4,7,2,13,True,5
18540211,train,142,4,4,3,11,False,0
18541792,train,325,5,2,10,17,True,3
1854617,train,149,3,4,4,11,True,1
18547294,train,202,3,8,11,22,False,0
18555063,train,126,6,2,2,10,True,2
18556619,train,273,3,3,3,9,True,3
18556898,train,146,4,3,2,9,False,0
18561117,train,308,3,11,11,25,True,29
18565251,train,201,3,10,2,15,False,0
18566204,train,19,1,1,1,3,False,0
18566882,train,159,6,14,4,24,True,8
18572078,train,397,4,5,13,22,True,6
1857525,train,186,5,5,7,17,True,11
1857873,train,19,2,1,1,4,True,6
18581595,train,244,12,16,6,34,True,9
18582177,train,275,6,7,10,23,False,0
18588611,train,247,1,17,8,26,True,1
18590393,train,318,3,6,10,19,True,6
18592368,train,143,3,4,6,13,False,0
18602522,train,434,6,8,11,25,True,2
1860302,train,257,1,14,10,25,True,4
18606053,train,417,5,4,9,18,False,0
18606932,train,356,3,10,13,26,True,11
18609155,train,344,2,9,8,19,True,2
18618513,train,309,4,6,7,17,False,0
18626761,train,175,2,5,3,10,True,2
1862788,train,228,3,11,6,20,True,1
18629569,train,375,6,14,11,31,False,0
18632218,train,291,5,13,8,26,True,15
18633049,train,262,2,14,12,28,True,3
18635304,train,328,1,12,0,13,False,0
18665413,train,352,5,5,9,19,False,0
18666040,train,198,3,10,8,21,False,0
18670875,train,198,4,16,7,27,True,9
18672629,train,265,3,9,7,19,False,0
18676757,train,340,6,18,7,31,True,4
18678578,train,361,3,5,7,15,False,0
18678836,train,331,6,9,10,25,True,9
18679829,train,324,1,4,6,11,True,1
18681363,train,343,4,10,28,42,True,43
18684258,train,316,4,8,4,16,False,0
18686184,train,282,1,12,11,24,True,2
18701020,train,413,4,12,12,28,False,0
18702687,train,389,2,9,13,24,False,0
18702754,train,381,2,9,11,22,True,3
18704672,train,161,3,2,3,8,True,4
18711222,train,384,5,9,9,23,True,13
18714238,train,384,3,10,10,23,True,5
18716736,train,176,3,2,4,9,True,3
18717174,train,306,2,5,7,14,False,0
18717189,train,309,1,7,7,15,False,0
18721764,train,192,3,9,6,18,True,1
18726150,train,162,4,4,3,11,True,3
18752063,train,164,4,5,5,14,False,0
18761646,train,344,3,4,12,19,True,8
18779477,train,310,4,3,10,17,True,4
18781287,train,372,4,8,14,26,True,1
18783079,train,6,1,1,0,2,True,1
18783414,train,373,3,18,10,31,True,21
1878735,train,171,2,8,5,15,True,12
18787937,train,149,4,4,8,16,True,2
18791939,train,272,5,11,6,22,True,5
18794865,train,110,2,4,2,8,False,0
18795522,train,257,1,3,7,11,False,0
18802150,train,430,11,14,8,33,True,5
18802161,train,418,4,7,10,21,True,11
18802980,train,7,1,1,0,2,True,1
1880321,train,234,4,13,9,26,True,1
18806616,train,336,2,3,11,16,False,0
18812446,train,356,3,3,10,16,False,0
18818024,train,214,2,1,10,13,True,1
18824288,train,379,8,19,12,39,True,10
18836092,train,324,7,1,7,15,False,0
18837418,train,369,7,3,4,14,True,10
18843564,train,274,7,4,3,14,False,0
18845704,train,326,3,9,3,15,True,2
18845806,train,322,3,8,2,13,True,1
1884668,train,187,4,5,4,13,True,2
18849616,train,324,6,4,10,20,False,0
18852963,train,320,6,6,5,17,True,4
18855271,train,277,4,7,6,17,False,0
1889248,train,430,2,12,16,30,True,7
18946011,train,188,2,3,4,9,False,0
1894676,train,106,4,4,1,9,False,0
18948032,train,319,4,12,6,22,True,1
18953651,train,230,6,6,5,17,False,0
18957157,train,241,4,8,4,16,False,0
18957505,train,345,4,13,6,23,False,0
18957616,train,282,3,3,8,14,True,2
18971406,train,308,5,2,7,14,True,31
18972730,train,272,4,13,7,24,False,0
1897766,train,167,3,3,2,8,True,5
18982929,train,203,3,4,0,7,False,0
18983318,train,349,3,9,4,16,True,8
18989547,train,320,5,16,7,28,True,10
18991158,train,222,4,5,3,12,False,0
19001103,train,188,4,5,4,13,True,10
19001830,train,359,3,5,17,25,False,0
19002124,train,341,3,6,8,17,True,17
19011453,train,12,1,1,0,2,False,0
19017582,train,442,2,2,7,11,True,6
19019444,train,430,7,4,11,22,True,8
19022794,train,229,2,8,4,14,False,0
19023654,train,211,4,6,3,13,True,22
19035420,train,290,3,6,5,14,True,6
19040172,train,133,4,4,2,10,False,0
19047882,train,382,4,8,7,19,True,6
1904908,train,90,4,4,5,13,True,2
19051459,train,315,5,11,7,23,False,0
19054570,train,305,5,12,6,23,True,2
19054718,train,208,5,5,3,13,True,3
1905592,train,329,4,9,13,26,True,6
19062727,train,333,6,6,7,19,False,0
19066101,train,324,4,5,9,18,True,3
19073386,train,218,5,8,4,17,True,12
19080323,train,372,2,12,8,22,True,8
19081412,train,303,6,5,4,15,True,6
1908493,train,303,6,9,10,25,True,3
1908729,train,18,1,1,1,3,False,0
19092729,train,332,3,8,5,16,False,0
19102810,train,309,3,11,11,25,True,19
19103729,train,324,6,13,13,32,True,7
19106322,train,274,4,5,3,12,True,10
19109542,train,336,1,17,5,23,False,0
19109835,train,269,2,5,7,14,False,0
1911013,train,185,1,9,8,18,True,2
19111789,train,312,4,6,6,16,True,13
1911498,train,162,2,7,8,17,False,0
19117033,train,311,3,8,5,16,False,0
19122080,train,383,2,5,14,21,True,4
19127003,train,154,4,4,2,10,False,0
19127179,train,344,2,17,8,27,True,14
19135077,train,268,8,4,1,13,True,11
19135235,train,343,6,9,8,23,False,0
19138400,train,279,3,8,1,12,True,5
19139601,train,305,6,4,4,14,False,0
19143691,train,186,2,6,8,16,True,6
19144729,train,366,4,14,7,25,False,0
19148734,train,159,3,5,4,12,False,0
19153828,train,277,3,3,7,13,True,2
19154562,train,274,5,4,4,13,True,1
19155155,train,244,4,5,5,14,False,0
19155827,train,411,4,13,9,26,False,0
19159477,train,387,6,5,10,21,True,32
19169102,train,329,4,6,21,31,False,0
19169289,train,258,3,16,9,28,True,5
19169898,train,198,6,9,3,18,True,9
19171500,train,411,3,12,23,38,True,5
19174717,train,324,3,14,12,29,False,0
19176440,train,434,5,2,6,13,False,0
19182698,train,204,1,6,2,9,True,3
19188136,train,304,4,9,7,20,False,0
19192127,train,410,10,5,7,22,True,19
19193781,train,333,4,9,16,29,True,15
1919850,train,186,5,7,8,20,False,0
19199847,train,205,4,4,2,10,False,0
19201326,train,469,2,5,7,14,False,0
1920171,train,157,2,3,4,9,True,10
19207322,train,241,4,7,7,18,True,5
19207781,train,327,2,5,5,12,True,8
19217236,train,334,1,19,6,26,True,2
1922235,train,336,2,9,10,21,True,3
19223284,train,342,3,19,10,32,False,0
1922868,train,215,2,5,7,14,False,0
19232615,train,541,6,20,17,43,True,5
19235039,train,268,2,7,7,16,False,0
19242343,train,403,4,14,10,28,True,2
19243606,train,321,4,5,12,21,True,2
19247233,train,346,2,6,13,21,False,0
19264972,train,429,1,2,23,26,True,27
19268506,train,288,2,3,19,24,True,7
1927197,train,266,3,12,8,23,True,26
19272375,train,334,1,19,12,32,False,0
19278832,train,268,2,4,7,13,False,0
19280799,train,284,6,5,10,21,True,22
19282350,train,299,6,13,5,24,True,15
19284641,train,505,3,1,16,20,False,0
19301086,train,364,5,5,9,19,False,0
19301089,train,366,3,8,9,20,False,0
19301691,train,181,1,10,3,14,False,0
19304046,train,426,5,5,10,20,True,7
19309326,train,262,5,11,7,23,True,4
19324944,train,198,3,10,5,18,True,3
19330493,train,310,3,10,8,21,False,0
19330795,train,252,5,5,8,18,False,0
19333040,train,238,6,4,5,15,True,7
19346279,train,240,4,9,6,19,True,4
19353317,train,269,4,2,5,11,True,12
19357315,train,323,5,7,13,25,True,1
19365397,train,139,4,3,4,11,True,6
19365716,train,148,4,2,4,10,False,0
19368912,train,383,4,15,3,22,True,9
19368937,train,300,4,7,6,17,False,0
1937073,train,156,1,2,4,7,True,3
19371522,train,263,4,8,10,22,True,3
19371887,train,402,3,7,16,26,True,3
19396947,train,304,4,11,10,25,False,0
19397502,train,297,2,4,14,20,True,14
19404150,train,427,4,2,20,26,True,3
19407805,train,308,6,12,11,29,False,0
1941391,train,28,1,1,1,3,True,5
19415341,train,290,5,11,5,21,False,0
19415409,train,394,2,15,9,26,False,0
19430389,train,266,2,10,13,25,True,1
19433686,train,362,2,2,7,11,True,16
19435491,train,431,5,3,4,12,True,8
19436938,train,355,4,4,5,13,True,20
19437058,train,320,3,1,10,14,False,0
19459553,train,375,2,11,8,21,True,2
1945967,train,276,4,4,8,16,True,2
19462303,train,297,3,13,12,28,True,13
19470793,train,267,4,3,1,8,True,4
19470807,train,299,6,5,11,22,True,4
19470936,train,345,3,3,17,23,True,3
19480863,train,256,3,12,8,23,False,0
19481433,train,323,2,3,6,11,True,6
19487623,train,490,7,14,9,30,False,0
19491859,train,333,4,10,8,22,True,3
19502023,train,211,5,7,3,15,True,4
19508318,train,337,5,3,11,19,True,4
19512937,train,308,4,3,8,15,True,22
19515873,train,231,3,10,8,21,True,2
19516150,train,424,4,25,13,42,False,0
19523608,train,195,3,6,6,15,False,0
19523697,train,259,5,6,1,12,True,2
19526613,train,240,7,6,7,20,True,5
19531038,train,356,5,5,6,16,True,5
19535468,train,191,5,7,5,17,False,0
19544653,train,158,4,4,5,13,False,0
19545929,train,420,4,11,13,28,False,0
19552744,train,324,2,8,7,17,True,1
19552904,train,258,4,9,9,22,True,2
19562475,train,152,2,6,3,11,True,3
19563641,train,438,3,9,6,18,True,3
19564877,train,318,3,11,8,22,True,2
19565731,train,279,1,18,6,25,False,0
19570717,train,319,3,7,4,14,False,0
19574500,train,315,6,2,7,15,False,0
19577150,train,231,5,3,1,9,True,2
19590075,train,355,4,1,1,6,False,0
19590523,train,317,2,8,6,16,False,0
19591981,train,306,3,6,10,19,True,6
19594501,train,328,2,17,2,21,True,2
19595104,train,314,4,14,8,26,False,0
1960378,train,316,4,4,11,19,True,4
19606510,train,242,5,5,6,16,False,0
19608530,train,315,3,14,3,20,False,0
19620953,train,265,4,8,8,20,True,4
19621686,train,354,5,5,9,19,True,62
19622708,train,309,4,3,12,19,False,0
19638081,train,300,3,6,11,20,True,1
19641009,train,267,1,1,5,7,False,0
19644033,train,327,1,6,9,16,False,0
19644973,train,249,4,16,9,29,True,8
