method,setting,split,raw_path,judge_path,summary_path,judge_evaluator_version,judge_prompt_version,dimension,value,count,rate
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,complete,12,0.06282722513089005
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,partial,179,0.93717277486911
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,missing,0,0.0
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,accurate,78,0.4083769633507853
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,mixed,113,0.5916230366492147
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,incorrect,0,0.0
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,low,140,0.7329842931937173
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,medium,51,0.2670157068062827
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,high,0,0.0
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,appropriate,112,0.5863874345549738
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,too_broad,0,0.0
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,too_narrow,0,0.0
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,mixed,79,0.41361256544502617
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,strong,17,0.08900523560209424
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,mixed,174,0.9109947643979057
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,weak,0,0.0
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,complete,13,0.65
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,partial,7,0.35
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,missing,0,0.0
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,accurate,3,0.15
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,mixed,17,0.85
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,incorrect,0,0.0
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,low,2,0.1
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,medium,18,0.9
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,high,0,0.0
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,appropriate,3,0.15
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,too_broad,0,0.0
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,too_narrow,0,0.0
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,mixed,17,0.85
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,strong,3,0.15
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,mixed,17,0.85
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,weak,0,0.0
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,complete,13,0.06878306878306878
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,partial,10,0.05291005291005291
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,missing,166,0.8783068783068783
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,accurate,3,0.015873015873015872
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,mixed,20,0.10582010582010581
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,incorrect,166,0.8783068783068783
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,low,170,0.8994708994708994
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,medium,19,0.10052910052910052
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,high,0,0.0
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,appropriate,56,0.2962962962962963
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,too_broad,0,0.0
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,too_narrow,36,0.19047619047619047
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,mixed,97,0.5132275132275133
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,strong,3,0.015873015873015872
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,mixed,18,0.09523809523809523
llm,few_shot_text_bestof_split_v1_dev20,test,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,weak,168,0.8888888888888888
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,complete,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,partial,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,missing,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,accurate,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,incorrect,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,low,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,medium,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,noise,high,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,appropriate,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,too_broad,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,too_narrow,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,granularity,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,strong,2,1.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_resume_skips_complete0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,overall_verdict,weak,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,complete,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,partial,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,completeness,missing,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,accurate,1,1.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,mixed,0,0.0
llm,default,test,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-118/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,accuracy,incorrect,0,0.0
