method,setting,split,raw_path,judge_path,summary_path,judge_evaluator_version,judge_prompt_version,label,dimension,value,count,rate
llm,default,test,/tmp/pytest-of-root/pytest-111/test_cli_writes_partial_result0/raw.jsonl,/tmp/pytest-of-root/pytest-111/test_cli_writes_partial_result0/judge.jsonl,/tmp/pytest-of-root/pytest-111/test_cli_writes_partial_result0/judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,overall_verdict,weak,0,0.0
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,completeness,complete,53,0.2774869109947644
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,completeness,partial,136,0.7120418848167539
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,completeness,missing,2,0.010471204188481676
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,accuracy,accurate,171,0.8952879581151832
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,accuracy,mixed,18,0.09424083769633508
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,accuracy,incorrect,2,0.010471204188481676
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,noise,low,169,0.8848167539267016
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,noise,medium,20,0.10471204188481675
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,noise,high,2,0.010471204188481676
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,granularity,appropriate,177,0.9267015706806283
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,granularity,too_broad,2,0.010471204188481676
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,granularity,too_narrow,4,0.020942408376963352
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,granularity,mixed,8,0.041884816753926704
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,overall_verdict,strong,91,0.47643979057591623
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,overall_verdict,mixed,98,0.5130890052356021
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,overall_verdict,weak,2,0.010471204188481676
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,completeness,complete,37,0.193717277486911
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,completeness,partial,147,0.7696335078534031
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,completeness,missing,7,0.03664921465968586
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,accuracy,accurate,88,0.4607329842931937
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,accuracy,mixed,97,0.5078534031413613
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,accuracy,incorrect,6,0.031413612565445025
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,noise,low,105,0.5497382198952879
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,noise,medium,83,0.43455497382198954
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,noise,high,3,0.015706806282722512
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,granularity,appropriate,122,0.6387434554973822
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,granularity,too_broad,11,0.05759162303664921
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,granularity,too_narrow,5,0.02617801047120419
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,granularity,mixed,53,0.2774869109947644
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,overall_verdict,strong,45,0.2356020942408377
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,overall_verdict,mixed,137,0.7172774869109948
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,overall_verdict,weak,9,0.04712041884816754
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,completeness,complete,38,0.19895287958115182
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,completeness,partial,146,0.7643979057591623
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,completeness,missing,7,0.03664921465968586
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,accuracy,accurate,148,0.774869109947644
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,accuracy,mixed,36,0.18848167539267016
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,accuracy,incorrect,7,0.03664921465968586
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,noise,low,163,0.8534031413612565
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,noise,medium,26,0.13612565445026178
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,noise,high,2,0.010471204188481676
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,granularity,appropriate,149,0.7801047120418848
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,granularity,too_broad,6,0.031413612565445025
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,granularity,too_narrow,7,0.03664921465968586
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,granularity,mixed,29,0.1518324607329843
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,overall_verdict,strong,78,0.4083769633507853
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,overall_verdict,mixed,104,0.5445026178010471
llm,few_shot_text_newprovider_2026-05-15_r3_o_mentions,test,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-15_r3_o_mentions/judge.jsonl,results/metrics/few_shot_text_newprovider_2026-05-15_r3_o_mentions.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,O,overall_verdict,weak,9,0.04712041884816754
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,completeness,complete,13,0.65
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,completeness,partial,7,0.35
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,completeness,missing,0,0.0
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,accuracy,accurate,15,0.75
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,accuracy,mixed,5,0.25
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,accuracy,incorrect,0,0.0
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,noise,low,14,0.7
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,noise,medium,6,0.3
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,noise,high,0,0.0
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,granularity,appropriate,13,0.65
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,granularity,too_broad,0,0.0
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,granularity,too_narrow,1,0.05
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,granularity,mixed,6,0.3
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,overall_verdict,strong,11,0.55
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,overall_verdict,mixed,9,0.45
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,P,overall_verdict,weak,0,0.0
llm,few_shot_text_bestof_split_v1_dev20,test_dev20,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/raw.jsonl,results/preds/llm/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20/judge.dev20.jsonl,results/metrics/few_shot_text_newprovider_2026-05-16_r4_bestof_split_pio_dev20.dev20.judge_metrics.json,phase9-judge-v1,judge_rubric_v1,I,completeness,complete,16,0.8
