pmid,study_id,gt_record_idx,model,slot_id,domain,gt_domain_str,gt,pred,match
23149426,Schneider 2012,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
23149426,Schneider 2012,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
23149426,Schneider 2012,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
23230425,Lahti 2007,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23230425,Lahti 2007,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23230425,Lahti 2007,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
23230425,Lahti 2007,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
23230425,Lahti 2007,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
23316894,Cone 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23316894,Cone 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23316894,Cone 2013,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
23316894,Cone 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,High risk,1
23316894,Cone 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
23335901,Kosten 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23335901,Kosten 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23335901,Kosten 2013,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding (performance bias and detection bias): Objective outcomes,Not high,Not high,1
23335901,Kosten 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding (performance bias and detection bias): Objective outcomes,Not high,Not high,1
23335901,Kosten 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias):,Not high,High risk,0
23394263,APPAC 2015,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23394263,APPAC 2015,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23394263,APPAC 2015,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding (performance bias and detection bias): All outcomes,High risk,High risk,1
23394263,APPAC 2015,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding (performance bias and detection bias): All outcomes,High risk,High risk,1
23394263,APPAC 2015,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,Not high,0
23432796,Sandstedt 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23432796,Sandstedt 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23432796,Sandstedt 2013,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Performance bias (treatment expectations),Not high,High risk,0
23432796,Sandstedt 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
23432796,Sandstedt 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,High risk,1
23494931,Spitzer 2012,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23494931,Spitzer 2012,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23494931,Spitzer 2012,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
23494931,Spitzer 2012,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
23494931,Spitzer 2012,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): Erectile function,Not high,Not high,1
23557627,Delahanty 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23557627,Delahanty 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23557627,Delahanty 2013,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
23557627,Delahanty 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
23557627,Delahanty 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,High risk,1
23613362,Ibrahim 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23613362,Ibrahim 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23613362,Ibrahim 2013,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
23613362,Ibrahim 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
23613362,Ibrahim 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
23641371,Gondhalekar 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23641371,Gondhalekar 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23641371,Gondhalekar 2013,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
23641371,Gondhalekar 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),"Blinding of outcome assessment (detection bias) - subjective self-reported outcomes (pain, function, quality of life)",High risk,High risk,1
23641371,Gondhalekar 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,Not high,0
23689263,Wessells 2012,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23689263,Wessells 2012,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23689263,Wessells 2012,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),Not high,Not high,1
23689263,Wessells 2012,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,Not high,1
23788695,Vaccarino 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23788695,Vaccarino 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23788695,Vaccarino 2013,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
23788695,Vaccarino 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
23788695,Vaccarino 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
23795621,Phillips 2014,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23795621,Phillips 2014,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23795621,Phillips 2014,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias),Not high,High risk,0
23795621,Phillips 2014,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),High risk,Not high,0
23795621,Phillips 2014,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),High risk,High risk,1
23855018,Miller 2014,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23855018,Miller 2014,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23855018,Miller 2014,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
23855018,Miller 2014,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
23855018,Miller 2014,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
23915113,Gobbi 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23915113,Gobbi 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23915113,Gobbi 2013,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
23915113,Gobbi 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
23915113,Gobbi 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
23924046,Jones 2014,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23924046,Jones 2014,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23924046,Jones 2014,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
23924046,Jones 2014,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,High risk,1
23924046,Jones 2014,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,High risk,1
23930029,Parswani 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23930029,Parswani 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23930029,Parswani 2013,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
23930029,Parswani 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
23930029,Parswani 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
23990895,Shalev 2012,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
23990895,Shalev 2012,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
23990895,Shalev 2012,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
23990895,Shalev 2012,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
23990895,Shalev 2012,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,Not high,0
24103510,Caulfield 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24103510,Caulfield 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24103510,Caulfield 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),Not high,Not high,1
24103510,Caulfield 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,High risk,0
24217302,Ersoy 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),High risk,Not high,0
24217302,Ersoy 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24217302,Ersoy 2013,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,Not high,0
24217302,Ersoy 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,Not high,0
24217302,Ersoy 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
24297959,Sandhu 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24297959,Sandhu 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24297959,Sandhu 2013,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): Patient reported outcomes,Not high,Not high,1
24297959,Sandhu 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): Clinician assessed outcomes,Not high,Not high,1
24297959,Sandhu 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
24453599,Imoto 2012,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24453599,Imoto 2012,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24453599,Imoto 2012,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
24453599,Imoto 2012,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),"Blinding of outcome assessment (detection bias) - subjective self-reported outcomes (pain, function, quality of life)",High risk,Not high,0
24453599,Imoto 2012,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
24550581,Shah 2014,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),High risk,High risk,1
24550581,Shah 2014,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,High risk,0
24550581,Shah 2014,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
24550581,Shah 2014,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
24550581,Shah 2014,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
24611852,Davis 2014b,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24611852,Davis 2014b,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24611852,Davis 2014b,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
24611852,Davis 2014b,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
24611852,Davis 2014b,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,High risk,1
24611852,Davis 2014a,1,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24611852,Davis 2014a,1,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24611852,Davis 2014a,1,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),Not high,High risk,0
24611852,Davis 2014a,1,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),High risk,High risk,1
24612637,Power 2014,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24612637,Power 2014,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24612637,Power 2014,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
24612637,Power 2014,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,High risk,1
24612637,Power 2014,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,Not high,0
24772521,Ravid 1993,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24772521,Ravid 1993,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24772521,Ravid 1993,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,Not high,1
24813808,Zapata 2014,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24813808,Zapata 2014,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24813808,Zapata 2014,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
24813808,Zapata 2014,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
24813808,Zapata 2014,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
24830749,Manyando 2014,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24830749,Manyando 2014,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24830749,Manyando 2014,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,Not high,0
24830749,Manyando 2014,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,High risk,1
24830749,Manyando 2014,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
24926143,Anwer 2014,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24926143,Anwer 2014,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24926143,Anwer 2014,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
24926143,Anwer 2014,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),"Blinding of outcome assessment (detection bias) - subjective self-reported outcomes (pain, function, quality of life)",High risk,High risk,1
24926143,Anwer 2014,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
24941010,Duncan 2018,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24941010,Duncan 2018,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24941010,Duncan 2018,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): Length of ICU and hospital stay,High risk,High risk,1
24941010,Duncan 2018,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): Length of ICU and hospital stay,High risk,Not high,0
24941010,Duncan 2018,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): Infection events,Missing,Not high,0
24957302,Davis 2014a,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24957302,Davis 2014a,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24957302,Davis 2014a,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,High risk,0
24957302,Davis 2014a,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,High risk,0
24957302,Davis 2014a,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,High risk,0
24957302,Davis 2014b,1,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24957302,Davis 2014b,1,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24957302,Davis 2014b,1,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),Not high,High risk,0
24957302,Davis 2014b,1,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),High risk,High risk,1
24989666,DEFINE 2012,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24989666,DEFINE 2012,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24989666,DEFINE 2012,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
24989666,DEFINE 2012,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
24989666,DEFINE 2012,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,High risk,Not high,0
24991622,Mousavi 2013,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24991622,Mousavi 2013,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24991622,Mousavi 2013,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
24991622,Mousavi 2013,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
24991622,Mousavi 2013,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
24999148,Alinejad‐Naeini 2014,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
24999148,Alinejad‐Naeini 2014,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
24999148,Alinejad‐Naeini 2014,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,High risk,High risk,1
24999148,Alinejad‐Naeini 2014,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,High risk,High risk,1
24999148,Alinejad‐Naeini 2014,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
25008127,Geraedts 2014,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
25008127,Geraedts 2014,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
25008127,Geraedts 2014,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias),Not high,High risk,0
25008127,Geraedts 2014,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),High risk,High risk,1
25008127,Geraedts 2014,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),Not high,High risk,0
25079882,Gupta 2017,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
25079882,Gupta 2017,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),High risk,High risk,1
25079882,Gupta 2017,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias),Not high,High risk,0
25079882,Gupta 2017,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias),Not high,High risk,0
25079882,Gupta 2017,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias),High risk,Not high,0
25247995,González 2014,0,gpt-5.4,random_sequence_generation,Random sequence generation (selection bias),Random sequence generation (selection bias),Not high,Not high,1
25247995,González 2014,0,gpt-5.4,allocation_concealment,Allocation concealment (selection bias),Allocation concealment (selection bias),Not high,Not high,1
25247995,González 2014,0,gpt-5.4,blinding_participants,Blinding of participants and personnel (performance bias),Blinding of participants and personnel (performance bias): All outcomes,Not high,Not high,1
25247995,González 2014,0,gpt-5.4,blinding_outcome,Blinding of outcome assessment (detection bias),Blinding of outcome assessment (detection bias): All outcomes,Not high,Not high,1
25247995,González 2014,0,gpt-5.4,incomplete_outcome,Incomplete outcome data (attrition bias),Incomplete outcome data (attrition bias): All outcomes,Not high,Not high,1
