benchmark,source_dataset,source_split,example_id,review_id,pico_idx,study_id,paper_index,normalized_label,has_title,has_abstract,has_abstract_text,has_clinical_question,has_evidence_profile,has_full_text,blocker_status,blocker_reasons
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36216490,2024 KDIGO CKD::b1,b1,36216490,36216490,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36216487,2024 KDIGO CKD::b1,b1,36216487,36216487,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36205446,2024 KDIGO CKD::b1,b1,36205446,36205446,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36202464,2024 KDIGO CKD::b1,b1,36202464,36202464,exclude,True,False,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36198840,2024 KDIGO CKD::b1,b1,36198840,36198840,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36194680,2024 KDIGO CKD::b1,b1,36194680,36194680,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36193841,2024 KDIGO CKD::b1,b1,36193841,36193841,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36191315,2024 KDIGO CKD::b1,b1,36191315,36191315,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36190011,2024 KDIGO CKD::b1,b1,36190011,36190011,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36189985,2024 KDIGO CKD::b1,b1,36189985,36189985,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36188147,2024 KDIGO CKD::b1,b1,36188147,36188147,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36181458,2024 KDIGO CKD::b1,b1,36181458,36181458,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36178197,2024 KDIGO CKD::b1,b1,36178197,36178197,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36173474,2024 KDIGO CKD::b1,b1,36173474,36173474,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36173344,2024 KDIGO CKD::b1,b1,36173344,36173344,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36171965,2024 KDIGO CKD::b1,b1,36171965,36171965,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36170946,2024 KDIGO CKD::b1,b1,36170946,36170946,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36170656,2024 KDIGO CKD::b1,b1,36170656,36170656,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36158789,2024 KDIGO CKD::b1,b1,36158789,36158789,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36158149,2024 KDIGO CKD::b1,b1,36158149,36158149,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36152639,2024 KDIGO CKD::b1,b1,36152639,36152639,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36151557,2024 KDIGO CKD::b1,b1,36151557,36151557,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36148071,2024 KDIGO CKD::b1,b1,36148071,36148071,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36147577,2024 KDIGO CKD::b1,b1,36147577,36147577,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36143082,2024 KDIGO CKD::b1,b1,36143082,36143082,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36134918,2024 KDIGO CKD::b1,b1,36134918,36134918,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36129693,2024 KDIGO CKD::b1,b1,36129693,36129693,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36129662,2024 KDIGO CKD::b1,b1,36129662,36129662,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36127497,2024 KDIGO CKD::b1,b1,36127497,36127497,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36125813,2024 KDIGO CKD::b1,b1,36125813,36125813,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36123073,2024 KDIGO CKD::b1,b1,36123073,36123073,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36119747,2024 KDIGO CKD::b1,b1,36119747,36119747,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36118673,2024 KDIGO CKD::b1,b1,36118673,36118673,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36114704,2024 KDIGO CKD::b1,b1,36114704,36114704,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36114137,2024 KDIGO CKD::b1,b1,36114137,36114137,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36110539,2024 KDIGO CKD::b1,b1,36110539,36110539,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36104378,2024 KDIGO CKD::b1,b1,36104378,36104378,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36104235,2024 KDIGO CKD::b1,b1,36104235,36104235,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36100197,2024 KDIGO CKD::b1,b1,36100197,36100197,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36098051,2024 KDIGO CKD::b1,b1,36098051,36098051,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36097559,2024 KDIGO CKD::b1,b1,36097559,36097559,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36096950,2024 KDIGO CKD::b1,b1,36096950,36096950,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36096863,2024 KDIGO CKD::b1,b1,36096863,36096863,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36094559,2024 KDIGO CKD::b1,b1,36094559,36094559,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36092797,2024 KDIGO CKD::b1,b1,36092797,36092797,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36089810,2024 KDIGO CKD::b1,b1,36089810,36089810,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36087309,2024 KDIGO CKD::b1,b1,36087309,36087309,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36082275,2024 KDIGO CKD::b1,b1,36082275,36082275,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36077965,2024 KDIGO CKD::b1,b1,36077965,36077965,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36072396,2024 KDIGO CKD::b1,b1,36072396,36072396,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36066557,2024 KDIGO CKD::b1,b1,36066557,36066557,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36064690,2024 KDIGO CKD::b1,b1,36064690,36064690,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36063558,2024 KDIGO CKD::b1,b1,36063558,36063558,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36060955,2024 KDIGO CKD::b1,b1,36060955,36060955,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36057779,2024 KDIGO CKD::b1,b1,36057779,36057779,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36057768,2024 KDIGO CKD::b1,b1,36057768,36057768,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36056351,2024 KDIGO CKD::b1,b1,36056351,36056351,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36054231,2024 KDIGO CKD::b1,b1,36054231,36054231,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36049756,2024 KDIGO CKD::b1,b1,36049756,36049756,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36043731,2024 KDIGO CKD::b1,b1,36043731,36043731,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36042668,2024 KDIGO CKD::b1,b1,36042668,36042668,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36041912,2024 KDIGO CKD::b1,b1,36041912,36041912,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36041669,2024 KDIGO CKD::b1,b1,36041669,36041669,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36041668,2024 KDIGO CKD::b1,b1,36041668,36041668,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36036746,2024 KDIGO CKD::b1,b1,36036746,36036746,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36035950,2024 KDIGO CKD::b1,b1,36035950,36035950,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36034458,2024 KDIGO CKD::b1,b1,36034458,36034458,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36034443,2024 KDIGO CKD::b1,b1,36034443,36034443,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36032269,2024 KDIGO CKD::b1,b1,36032269,36032269,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36029467,2024 KDIGO CKD::b1,b1,36029467,36029467,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36029465,2024 KDIGO CKD::b1,b1,36029465,36029465,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36029309,2024 KDIGO CKD::b1,b1,36029309,36029309,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36027570,2024 KDIGO CKD::b1,b1,36027570,36027570,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36018229,2024 KDIGO CKD::b1,b1,36018229,36018229,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36017745,2024 KDIGO CKD::b1,b1,36017745,36017745,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36017338,2024 KDIGO CKD::b1,b1,36017338,36017338,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36017316,2024 KDIGO CKD::b1,b1,36017316,36017316,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36015100,2024 KDIGO CKD::b1,b1,36015100,36015100,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::36002856,2024 KDIGO CKD::b1,b1,36002856,36002856,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35999352,2024 KDIGO CKD::b1,b1,35999352,35999352,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35998283,2024 KDIGO CKD::b1,b1,35998283,35998283,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35997319,2024 KDIGO CKD::b1,b1,35997319,35997319,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35994565,2024 KDIGO CKD::b1,b1,35994565,35994565,exclude,True,False,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35990242,2024 KDIGO CKD::b1,b1,35990242,35990242,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35987618,2024 KDIGO CKD::b1,b1,35987618,35987618,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35986116,2024 KDIGO CKD::b1,b1,35986116,35986116,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35984425,2024 KDIGO CKD::b1,b1,35984425,35984425,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35979179,2024 KDIGO CKD::b1,b1,35979179,35979179,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35977807,2024 KDIGO CKD::b1,b1,35977807,35977807,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35973031,2024 KDIGO CKD::b1,b1,35973031,35973031,exclude,True,False,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35972218,2024 KDIGO CKD::b1,b1,35972218,35972218,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35971840,2024 KDIGO CKD::b1,b1,35971840,35971840,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35967112,2024 KDIGO CKD::b1,b1,35967112,35967112,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35966250,2024 KDIGO CKD::b1,b1,35966250,35966250,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35962863,2024 KDIGO CKD::b1,b1,35962863,35962863,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35961756,2024 KDIGO CKD::b1,b1,35961756,35961756,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35953245,2024 KDIGO CKD::b1,b1,35953245,35953245,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35941584,2024 KDIGO CKD::b1,b1,35941584,35941584,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35938308,2024 KDIGO CKD::b1,b1,35938308,35938308,exclude,True,False,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35938182,2024 KDIGO CKD::b1,b1,35938182,35938182,exclude,True,False,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35933413,2024 KDIGO CKD::b1,b1,35933413,35933413,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35931222,2024 KDIGO CKD::b1,b1,35931222,35931222,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35929472,2024 KDIGO CKD::b1,b1,35929472,35929472,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35925319,2024 KDIGO CKD::b1,b1,35925319,35925319,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35923194,2024 KDIGO CKD::b1,b1,35923194,35923194,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35914542,2024 KDIGO CKD::b1,b1,35914542,35914542,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35913946,2024 KDIGO CKD::b1,b1,35913946,35913946,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35909522,2024 KDIGO CKD::b1,b1,35909522,35909522,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35902159,2024 KDIGO CKD::b1,b1,35902159,35902159,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35902157,2024 KDIGO CKD::b1,b1,35902157,35902157,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35894933,2024 KDIGO CKD::b1,b1,35894933,35894933,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35894274,2024 KDIGO CKD::b1,b1,35894274,35894274,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35884961,2024 KDIGO CKD::b1,b1,35884961,35884961,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35879763,2024 KDIGO CKD::b1,b1,35879763,35879763,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35879478,2024 KDIGO CKD::b1,b1,35879478,35879478,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35879251,2024 KDIGO CKD::b1,b1,35879251,35879251,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35877587,2024 KDIGO CKD::b1,b1,35877587,35877587,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35876091,2024 KDIGO CKD::b1,b1,35876091,35876091,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35873593,2024 KDIGO CKD::b1,b1,35873593,35873593,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
q2crbench,2024 KDIGO CKD,train,q2crbench::kdigo_ckd::b1::35872994,2024 KDIGO CKD::b1,b1,35872994,35872994,exclude,True,True,True,True,False,False,partial,no evidence profile matched by PMID/Paper_Index or PICO_IDX
